"country","lineage","slope_log","slope_y_1_7","peak_val","auc_norm","longest_inc_run","zero_count","c22_DN_HistogramMode_5","c22_DN_HistogramMode_10","c22_CO_f1ecac","c22_CO_FirstMin_ac","c22_CO_HistogramAMI_even_2_5","c22_CO_trev_1_num","c22_MD_hrv_classic_pnn40","c22_SB_BinaryStats_mean_longstretch1","c22_SB_TransitionMatrix_3ac_sumdiagcov","c22_PD_PeriodicityWang_th0_01","c22_CO_Embed2_Dist_tau_d_expfit_meandiff","c22_IN_AutoMutualInfoStats_40_gaussian_fmmi","c22_FC_LocalSimple_mean1_tauresrat","c22_DN_OutlierInclude_p_001_mdrmd","c22_DN_OutlierInclude_n_001_mdrmd","c22_SP_Summaries_welch_rect_area_5_1","c22_SB_BinaryStats_diff_longstretch0","c22_SB_MotifThree_quantile_hh","c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1","c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1","c22_SP_Summaries_welch_rect_centroid","c22_FC_LocalSimple_mean3_stderr"
"Australia","BR.2.1",0.118231825115868,-0.00176942129444346,0.0981132075471698,0.030066416566818,4,1,-0.821672475196766,-0.622668424950275,1.97557195393329,4,0.219247671870551,0.218741076574986,0.925925925925926,6,0.111111111111111,7,0.0995716994023704,1,0.111111111111111,0.821428571428571,-0.571428571428571,0.428808866977995,3,1.97347185431817,0,0,0.7853981633975,0.934504618762062
"Australia","C (B.1.1.1)",0.00270094232171695,-0.0026154356529171,0.0555555555555556,0.0177761875218548,3,8,-0.720688326861554,-0.884502442578363,1.69318854065029,2,0.380247100721181,0.386522767237488,0.925925925925926,5,0.00591715976331361,4,0.0896429560952881,3,0.5,0.357142857142857,-0.214285714285714,0.128640636180296,3,2.10556124211643,0,0,1.37444678594563,1.23127058344819
"Australia","CH.1.1",0.133856838842683,0.00145920455556601,0.0308641975308642,0.0118744328291055,2,2,-0.327199512646174,-0.520279438712185,1.75771216119981,2,0.362507967849282,-0.0886173582343323,0.962962962962963,3,0.00986193293885602,3,0.0835124093052454,1,0.5,0.571428571428571,-0.678571428571429,0.28512217379045,3,2.15011103066999,0,0,1.570796326795,1.09116693539277
"Australia","CH.1.1.1",0.286617454424692,-0.00110456553755523,0.0145985401459854,0.00473026325241468,2,11,-0.655725327590369,-0.802077539553293,3.07526803049869,1,0.426941627125559,0.372395338804081,0.703703703703704,4,0.04,6,0.14143254734199,2,0.2,0.571428571428571,-0.464285714285714,0.447442703067404,2,2.00543652903503,0,0,0.589048622548125,0.885971119948275
"Australia","D (B.1.1.25)",-0.080955767331068,-0.0214285714285714,0.2,0.00989010989010989,1,26,0.252810580068926,0.00274794108770571,1.61979605400702,12,0.0031419001874333,-4.63311044502403,0.111111111111111,2,0.24371284865112,0,0.103308811422549,12,1,-0.392857142857143,0.0357142857142858,0.158209657758972,2,0.419555892320233,0,0,1.570796326795,0.562784775212203
"Australia","D.2",-0.0601908048611815,-0.00306122448979592,0.0909090909090909,0.00426716141001855,1,26,0.270739777847287,0.0156196025681127,1.60352276480925,11,0.0031419001874333,-0.152733589698226,0.111111111111111,2,0.24371284865112,0,0.158086773014399,11,1,-0.357142857142857,0.0357142857142858,0.132896807450595,2,0.419555892320233,0,0,1.570796326795,1.20739037656482
"Australia","D.3",0.058767667129208,-0.00695732838589982,0.166666666666667,0.0534399009312926,2,6,-0.724990352286535,-0.889283387421228,1.70604927471132,2,0.279622457689537,0.353741290579199,0.925925925925926,5,0.029585798816568,3,0.049921379695636,2,0.5,-0.535714285714286,0.285714285714286,0.135956647399659,4,2.06936587846876,0,0,1.570796326795,1.09604153950375
"Australia","EG.1",-0.0617328239887423,-0.00161719388900533,0.032258064516129,0.0089794833778451,2,12,-0.610112688859875,-0.781142925104292,1.90488774526347,4,0.0722866341878858,-0.902950194406674,0.703703703703704,6,0.0236686390532544,8,0.100903570621341,1,0.5,-0.357142857142857,0.107142857142857,0.0696294228000397,4,1.93107475086231,0,0,0.7853981633975,1.15527209812767
"Australia","EG.5.1",0.190645431547005,-0.00182132467947475,0.0543478260869565,0.0131235776756409,2,13,-0.499984193484255,-0.676689735491277,1.63417738508572,1,0.287569036536211,1.0514849659173,0.777777777777778,4,0.0277777777777778,4,0.181188928259979,3,0.25,0.535714285714286,-0.214285714285714,0.280649089115474,3,2.05678076463207,0,0,1.96349540849375,1.0441291061979
"Australia","EG.5.1.1",0.105552528430698,-0.00108225108225108,0.0526315789473684,0.00949837399897307,1,16,-0.308689395121733,-0.500495549397003,1.6289124607346,1,0.203089267484523,1.32404629742148,0.62962962962963,5,0.0256058527663466,5,0.0618191902721639,2,1,0.5,-0.0714285714285714,0.138894860017042,3,1.68121846325322,0,0,1.37444678594563,1.18999486378097
